Nodes	Energy (mJ)
2.0	330.489314794
3.0	1259.78970137
4.0	162.865666001
5.0	125.296366585
6.0	1517.37296932
7.0	74.505900009
8.0	1010.37843757
9.0	213.281896082
10.0	686.051574461
11.0	1580.37134017
12.0	1479.72138603
13.0	1225.26660659
14.0	1523.15454564
15.0	1412.02313647
16.0	875.447903419
