Nodes	Energy (mJ)
2.0	1786.37577797
3.0	1517.46573002
4.0	1664.99878924
5.0	913.929796622
6.0	203.271614237
7.0	1025.21727771
8.0	426.056914372
9.0	57.7611178416
10.0	563.336864028
11.0	719.867216237
12.0	431.96083565
13.0	894.205995608
14.0	265.107467985
15.0	1271.77556527
16.0	1921.00617584
