Nodes	Energy (mJ)
2.0	1415.75027833
3.0	1545.19044981
4.0	886.760872741
5.0	2173.39453136
6.0	650.004939824
7.0	813.063616686
8.0	2364.76408692
9.0	679.929545404
10.0	1455.48883434
11.0	1289.03326891
12.0	603.2128432
13.0	503.620035085
14.0	752.550067044
15.0	1945.0293687
16.0	1145.77280982
17.0	1821.95896576
18.0	883.035936752
19.0	1486.28390558
20.0	2375.26831879
21.0	1103.69032709
22.0	1281.35844765
23.0	1122.64252888
24.0	1921.19040281
25.0	2237.67231948
26.0	1458.13025561
