Node,transmit,transmit_failed_power,received,received_failed_power,received_failed_loss
       1,      16,       0,     605,       0,     121
       2,      29,       0,       4,       0,       0
       3,      29,       0,       1,       0,       0
       4,      29,       0,       2,       0,       0
       5,      29,       0,       1,       0,       0
       6,      29,       0,       1,       0,       1
       7,      29,       0,       1,       0,       0
       8,      29,       0,       2,       0,       0
       9,      29,       0,       1,       0,       0
      10,      29,       0,       2,       0,       0
      11,      29,       0,       1,       0,       0
      12,      29,       0,       2,       0,       0
      13,      29,       0,       1,       0,       0
      14,      29,       0,       2,       0,       0
      15,      29,       0,       1,       0,       0
      16,      29,       0,       2,       0,       0
      17,      29,       0,       1,       0,       0
      18,      29,       0,       1,       0,       1
      19,      29,       0,       0,       0,       1
      20,      29,       0,       2,       0,       0
      21,      29,       0,       1,       0,       0
      22,      29,       0,       2,       0,       0
      23,      29,       0,       1,       0,       0
      24,      29,       0,       2,       0,       0
      25,      29,       0,       1,       0,       0
      26,      29,       0,       2,       0,       0
