Node,transmit,transmit_failed_power,received,received_failed_power,received_failed_loss
       1,      16,       0,     438,       0,      83
       2,      26,       0,       6,       0,       1
       3,      26,       0,       1,       0,       0
       4,      26,       0,       2,       0,       0
       5,      26,       0,       1,       0,       0
       6,      26,       0,       1,       0,       1
       7,      26,       0,       1,       0,       0
       8,      26,       0,       1,       0,       1
       9,      26,       0,       1,       0,       0
      10,      26,       0,       2,       0,       0
      11,      26,       0,       1,       0,       0
      12,      26,       0,       1,       0,       1
      13,      26,       0,       1,       0,       0
      14,      26,       0,       2,       0,       0
      15,      26,       0,       1,       0,       0
      16,      26,       0,       2,       0,       0
      17,      26,       0,       1,       0,       0
      18,      26,       0,       2,       0,       0
      19,      26,       0,       1,       0,       0
      20,      26,       0,       2,       0,       0
      21,      26,       0,       1,       0,       0
