Nodes	Energy (mJ)
2.0	1961.02431305
3.0	1554.50949289
4.0	2171.5924023
5.0	1232.23136752
6.0	1421.14537808
7.0	689.271360191
8.0	1346.62614915
9.0	580.655883242
10.0	1621.70778629
11.0	2261.236016
12.0	863.348729209
13.0	955.908558067
14.0	1680.90498367
15.0	761.105903616
16.0	1152.10917802
17.0	563.090415734
18.0	1730.63020089
19.0	1006.60517716
20.0	2357.80355386
21.0	2252.05055698
