Nodes	Energy (mJ)
2.0	730.794338873
3.0	2099.03986349
4.0	959.258188547
5.0	2457.74864812
6.0	2142.57294778
7.0	1312.8573282
8.0	531.233970761
9.0	1250.26432419
10.0	970.628092227
11.0	1864.20421828
12.0	2461.15342815
13.0	1537.87920947
14.0	853.045748104
15.0	2007.03736383
16.0	1403.00725773
