Node	distance(m)	dbm	displacement
    1.0	   95.3	  -49.6	    0.0
    2.0	  176.4	  -59.9	  123.5
    3.0	  279.2	  -67.8	   74.8
    6.0	  166.0	  -58.8	   87.0
    7.0	  188.9	  -61.1	   60.6
    9.0	  210.9	  -63.0	   69.0
   10.0	  186.7	  -60.8	   40.9
   11.0	  110.8	  -51.8	  117.3
