Nodes	Energy (mJ)
2.0	1583.18097372
3.0	22.8431207532
4.0	1596.88907887
5.0	501.369875
6.0	785.62439547
7.0	501.644970166
8.0	212.229070484
9.0	1422.56908686
10.0	498.88390625
11.0	1394.99300658
12.0	1611.70015231
13.0	205.144232771
14.0	333.245004856
15.0	1579.93005719
16.0	1868.51518247
17.0	1303.30480632
18.0	688.414508923
19.0	261.044430215
20.0	1600.17249585
21.0	1914.19651251
22.0	1998.86967678
23.0	496.145769107
24.0	770.945061945
25.0	1489.34826964
26.0	222.537883058
