Node	distance(m)	dbm	displacement
    1.0	  261.5	  -66.7	    0.0
    2.0	  256.0	  -66.3	   62.7
    3.0	  136.4	  -55.4	    9.5
    8.0	  229.1	  -64.4	   44.7
   10.0	  134.2	  -55.1	    9.1
   12.0	  221.7	  -63.8	   38.4
   13.0	  185.5	  -60.7	   63.0
   14.0	  277.9	  -67.8	   41.0
   15.0	  166.6	  -58.9	   33.3
   16.0	  232.8	  -64.7	   93.9
