Nodes	Energy (mJ)
2.0	1374.00264782
3.0	699.777536488
4.0	317.68704421
5.0	501.369875
6.0	47.0160587214
7.0	961.664626636
8.0	1245.64406767
9.0	1996.58387048
10.0	498.88390625
11.0	672.539434493
12.0	388.587110064
13.0	463.47987158
14.0	1606.96782308
15.0	591.988325492
16.0	1117.56355079
17.0	201.773550348
18.0	1339.84353835
19.0	1539.53526633
20.0	708.0547514
21.0	1999.00713913
